#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-22T22:06:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60a97fbb1d3821	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/MNRAS/419/2173/table5a
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5a}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ60a97fbb1d3821&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-order=I&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=O-C&-out=e_O-C&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/MNRAS/419/2173/table5a
#-source=J/MNRAS/419/2173/table5a
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=O-C
#-out=e_O-C
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5a:
#Name: J/MNRAS/419/2173/table5a
#Title: O-C values
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (JD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (JD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I3)	Number of observation	[ucd=meta.number]
#Column	O-C	(F7.4)	Residual on HJDm	[ucd=stat.fit.residual]
#Column	e_O-C	(F7.4)	rms uncertainty on O-C	[ucd=stat.error;stat.fit.omc]
Star	m_Star	Perm	JD0	JD1	HJDm	N	O-C	e_O-C
094	 	 0.52369450	54872.4	54965.5	2454930.7	663	-0.0116	 0.0004
096	 	 0.49943400	13372.5	14079.7	2413804.0	 16	-0.2999	 0.0203
096	 	 0.49943400	14437.5	15161.9	2415042.1	 34	-0.2318	 0.0085
096	 	 0.49943400	22455.4	22840.6	2422751.3	134	 0.0834	 0.0017
096	 	 0.49943400	23858.5	24684.9	2424464.2	161	 0.1284	 0.0015
096	 	 0.49943400	28963.4	30078.6	2429631.0	 36	 0.2203	 0.0040
096	 	 0.49943400	31965.7	32700.8	2432164.8	 38	 0.2560	 0.0023
096	 	 0.49943400	33034.5	33763.6	2433487.7	 43	 0.2525	 0.0090
096	 	 0.49943400	34118.3	34834.5	2434329.6	 96	 0.2602	 0.0017
096	 	 0.49943400	35219.3	35933.7	2435572.7	142	 0.2616	 0.0026
096	 	 0.49943400	36367.3	37131.4	2436784.0	 98	 0.2644	 0.0021
096	 	 0.49943400	37757.5	38502.7	2438103.0	 25	 0.2512	 0.0044
096	 	 0.49943400	42838.5	43254.6	2443042.2	 60	 0.1891	 0.0028
096	 	 0.49943400	43597.3	44343.5	2443914.7	 57	 0.1814	 0.0034
096	 	 0.49943400	47276.3	47555.6	2447509.8	 50	 0.0589	 0.0048
096	 	 0.49943400	48755.6	49092.0	2448939.0	183	 0.0124	 0.0012
096	 	 0.49943400	50622.7	50972.5	2450943.6	184	-0.0500	 0.0011
096	 	 0.49943400	54869.5	54965.5	2454931.2	682	-0.2438	 0.0013
097	 	 0.33493030	13372.5	14079.7	2413792.4	 14	 0.0578	 0.0234
097	 	 0.33493030	14437.5	15161.9	2415044.7	 32	 0.0479	 0.0109
097	 	 0.33493030	19479.8	20656.9	2420274.1	 25	 0.0045	 0.0034
097	 	 0.33493030	22455.4	22840.6	2422749.9	123	 0.0040	 0.0017
097	 	 0.33493030	23858.5	24684.9	2424518.5	238	-0.0031	 0.0013
097	 	 0.33493030	28963.4	30078.6	2429512.6	 79	-0.0184	 0.0024
097	 	 0.33493030	31965.7	32700.8	2432164.8	 38	-0.0305	 0.0019
097	 	 0.33493030	33034.5	33763.6	2433486.2	 44	-0.0266	 0.0034
097	 	 0.33493030	34076.5	34834.5	2434327.0	 97	-0.0276	 0.0018
097	 	 0.33493030	35219.3	35933.6	2435573.2	134	-0.0182	 0.0020
097	 	 0.33493030	36367.3	37131.4	2436773.6	 98	-0.0201	 0.0029
097	 	 0.33493030	37757.5	38502.6	2438048.5	 22	-0.0160	 0.0043
097	 	 0.33493030	42838.5	43254.6	2443044.1	 59	-0.0265	 0.0037
097	 	 0.33493030	43597.3	44343.5	2443914.7	 57	-0.0112	 0.0032
097	 	 0.33493030	47276.3	47555.6	2447508.9	 49	-0.0022	 0.0031
097	 	 0.33493030	48755.6	49092.0	2448939.0	183	 0.0000	 0.0004
097	 	 0.33493030	50162.4	50176.8	2450171.0	165	 0.0101	 0.0010
097	 	 0.33493030	50622.7	51288.0	2451034.3	249	 0.0143	 0.0006
097	 	 0.33493030	54869.5	54965.5	2454929.2	689	 0.0427	 0.0005
100	 	 0.61881260	13372.5	14079.7	2413741.3	 13	-0.0003	 0.0126
100	 	 0.61881260	14437.5	15161.9	2415047.6	 30	-0.0175	 0.0072
100	 	 0.61881260	22729.6	22840.6	2422753.7	114	 0.0005	 0.0047
100	 	 0.61881260	24283.4	24684.9	2424482.9	149	-0.0025	 0.0025
100	 	 0.61881260	28963.4	30078.6	2429761.8	 30	-0.0023	 0.0044
100	 	 0.61881260	33390.4	33763.6	2433498.5	 42	-0.0084	 0.0034
100	 	 0.61881260	34118.3	34567.4	2434242.3	 52	-0.0086	 0.0077
100	 	 0.61881260	35223.4	35933.6	2435495.0	 58	-0.0020	 0.0040
100	 	 0.61881260	36991.4	37058.6	2437020.8	 16	 0.0153	 0.0075
100	 	 0.61881260	37757.5	38502.7	2438116.0	 24	 0.0019	 0.0044
100	 	 0.61881260	42838.5	43254.6	2443021.6	 54	 0.0076	 0.0024
100	 	 0.61881260	43597.3	44343.5	2443919.6	 51	 0.0399	 0.0049
100	 	 0.61881260	47276.3	47958.7	2447611.3	 58	 0.0064	 0.0021
100	 	 0.61881260	48746.3	49810.5	2448923.5	224	-0.0008	 0.0005
100	 	 0.61881260	50622.7	51283.7	2450965.2	246	 0.0005	 0.0005
100	 	 0.61881260	54869.5	54965.5	2454932.3	629	 0.0001	 0.0005
101	 	 0.64389400	13372.5	14079.7	2413813.3	 15	-0.0241	 0.0323
101	 	 0.64389400	14437.5	15161.9	2415073.8	 28	-0.0679	 0.0322
101	 	 0.64389400	22729.6	22761.7	2422754.8	 91	 0.0536	 0.0076
101	 	 0.64389400	23858.5	24684.9	2424479.1	146	 0.0455	 0.0044
101	 	 0.64389400	28991.4	30078.6	2429840.5	 26	 0.0416	 0.0089
101	 	 0.64389400	33390.4	33763.6	2433496.7	 43	 0.1194	 0.0074
101	 	 0.64389400	34118.4	34567.4	2434247.8	 44	 0.0766	 0.0058
101	 	 0.64389400	35223.4	35933.6	2435516.2	 56	 0.0707	 0.0081
101	 	 0.64389400	36991.4	37057.6	2437015.5	 14	 0.0968	 0.0098
101	 	 0.64389400	37791.4	38502.7	2438147.0	 20	 0.0480	 0.0185
101	 	 0.64389400	42838.5	43254.6	2443038.6	 59	 0.0169	 0.0065
101	 	 0.64389400	43597.3	44343.5	2443932.3	 54	-0.0090	 0.0075
101	 	 0.64389400	47553.5	47555.6	2447554.2	 42	-0.0384	 0.0092
101	 	 0.64389400	48755.6	49092.0	2448939.0	183	 0.0000	 0.0011
101	 	 0.64389400	50622.7	50972.5	2450943.2	244	-0.0223	 0.0014
101	 	 0.64389400	54869.5	54965.5	2454930.6	580	-0.0434	 0.0009
104	 	 0.56992400	13372.5	14079.7	2413821.9	 14	 0.0484	 0.0212
104	 	 0.56992400	14437.5	15161.9	2415085.2	 28	 0.0403	 0.0084
104	 	 0.56992400	22455.4	22761.7	2422750.8	113	 0.0417	 0.0026
104	 	 0.56992400	23858.5	24684.9	2424473.1	151	 0.0387	 0.0015
104	 	 0.56992400	28963.4	30078.6	2429737.4	 28	 0.0284	 0.0021
104	 	 0.56992400	33390.4	33763.6	2433497.6	 38	 0.0224	 0.0056
104	 	 0.56992400	34118.3	34567.4	2434144.4	 19	 0.0026	 0.0061
104	 	 0.56992400	35223.4	35933.6	2435540.9	 43	 0.0048	 0.0021
104	 	 0.56992400	36991.4	37058.6	2437024.6	 19	 0.0012	 0.0038
104	 	 0.56992400	37791.3	38502.7	2438117.4	 24	 0.0033	 0.0035
104	 	 0.56992400	42838.5	43254.6	2443042.2	 60	-0.0171	 0.0016
104	 	 0.56992400	43597.3	44343.5	2443914.7	 57	-0.0167	 0.0023
104	 	 0.56992400	47276.3	47555.6	2447505.2	 51	 0.0009	 0.0018
104	 	 0.56992400	48755.6	49092.0	2448939.0	183	 0.0000	 0.0003
104	 	 0.56992400	50162.4	50176.8	2450171.0	174	 0.0068	 0.0008
104	 	 0.56992400	50622.7	51283.6	2450965.0	224	 0.0063	 0.0005
104	 	 0.56992400	54872.4	54965.5	2454932.3	623	 0.0331	 0.0006
105	 	 0.28774400	13372.5	14079.7	2413804.0	 16	 0.0003	 0.0275
105	 	 0.28774400	14437.5	15161.9	2415038.5	 33	 0.0241	 0.0181
105	 	 0.28774400	22455.4	22840.6	2422751.9	121	 0.0255	 0.0028
105	 	 0.28774400	23858.5	24684.9	2424485.7	186	 0.0106	 0.0021
105	 	 0.28774400	28963.4	30078.6	2429631.0	 36	-0.0311	 0.0065
105	 	 0.28774400	31965.7	32700.8	2432164.8	 38	-0.0218	 0.0024
105	 	 0.28774400	33034.5	33763.6	2433487.7	 43	-0.0274	 0.0030
105	 	 0.28774400	34076.5	34834.5	2434326.7	 94	-0.0353	 0.0030
105	 	 0.28774400	35219.3	35933.7	2435569.1	130	-0.0394	 0.0032
105	 	 0.28774400	36368.3	37130.4	2436786.3	 92	-0.0377	 0.0053
105	 	 0.28774400	37757.5	38502.7	2438103.0	 25	-0.0400	 0.0044
105	 	 0.28774400	42838.5	43254.6	2443042.2	 60	-0.0315	 0.0025
105	 	 0.28774400	43597.3	44343.5	2443914.7	 57	-0.0322	 0.0033
105	 	 0.28774400	47553.5	47555.6	2447554.2	 42	-0.0058	 0.0046
105	 	 0.28774400	48755.6	49092.0	2448940.4	178	 0.0001	 0.0003
105	 	 0.28774400	50162.4	50176.8	2450171.0	174	 0.0022	 0.0008
105	 	 0.28774400	50622.7	50972.5	2450942.0	236	 0.0006	 0.0006
105	 	 0.28774400	54872.4	54965.5	2454932.3	551	 0.0368	 0.0005
106	 	 0.54714500	13372.5	14079.7	2413811.5	 15	-0.1617	 0.0172
106	 	 0.54714500	14437.5	15161.9	2415044.7	 32	-0.1285	 0.0074
106	 	 0.54714500	22729.5	22761.7	2422754.6	111	 0.0366	 0.0017
106	 	 0.54714500	23858.5	24684.9	2424497.1	200	 0.0698	 0.0013
106	 	 0.54714500	28963.4	30078.6	2429736.9	 31	 0.1015	 0.0026
106	 	 0.54714500	33034.5	33763.6	2433486.2	 44	 0.1428	 0.0036
106	 	 0.54714500	34076.5	34834.5	2434254.9	 65	 0.1374	 0.0036
106	 	 0.54714500	35219.3	35933.7	2435574.2	127	 0.1508	 0.0026
106	 	 0.54714500	36367.3	37131.4	2436773.1	 92	 0.1548	 0.0031
106	 	 0.54714500	37757.5	38502.7	2438103.0	 25	 0.1526	 0.0050
106	 	 0.54714500	42838.5	43254.6	2443038.6	 59	 0.1054	 0.0030
106	 	 0.54714500	43597.3	44343.5	2443914.7	 57	 0.1083	 0.0024
106	 	 0.54714500	47276.3	47555.6	2447505.2	 51	 0.0405	 0.0036
106	 	 0.54714500	48755.6	49092.0	2448940.0	182	-0.0001	 0.0010
106	 	 0.54714500	50162.4	50176.8	2450171.0	175	-0.0282	 0.0022
106	 	 0.54714500	50622.7	50972.5	2450943.6	174	-0.0688	 0.0009
106	 	 0.54714500	54869.5	54965.5	2454930.3	622	-0.0746	 0.0010
107	 	 0.30903560	13372.5	14079.7	2413804.0	 16	 0.0105	 0.0212
107	 	 0.30903560	14437.5	15161.9	2415044.7	 32	 0.0148	 0.0122
107	 	 0.30903560	19479.8	20656.9	2420274.1	 25	 0.0245	 0.0032
107	 	 0.30903560	22455.4	22840.6	2422751.0	132	 0.0155	 0.0019
107	 	 0.30903560	23858.5	24684.9	2424501.6	210	 0.0081	 0.0024
107	 	 0.30903560	28963.4	30078.6	2429499.8	 76	-0.0100	 0.0018
107	 	 0.30903560	31965.7	32700.8	2432164.8	 38	-0.0060	 0.0019
107	 	 0.30903560	33390.4	33763.6	2433496.7	 43	-0.0029	 0.0029
107	 	 0.30903560	34118.3	34567.4	2434307.9	 81	-0.0088	 0.0016
107	 	 0.30903560	35223.4	35933.7	2435552.1	 63	-0.0160	 0.0019
107	 	 0.30903560	36991.4	37058.6	2437026.5	 18	-0.0178	 0.0033
107	 	 0.30903560	37757.5	38502.7	2438103.0	 25	-0.0137	 0.0025
107	 	 0.30903560	42838.5	43254.6	2443042.2	 60	-0.0153	 0.0019
107	 	 0.30903560	43597.3	44343.5	2443914.7	 57	-0.0157	 0.0019
107	 	 0.30903560	47276.3	47555.6	2447514.5	 49	-0.0111	 0.0029
107	 	 0.30903560	48755.6	49092.0	2448938.5	178	 0.0000	 0.0003
107	 	 0.30903560	50162.4	50176.8	2450171.0	175	 0.0042	 0.0008
107	 	 0.30903560	50622.7	51288.0	2451032.4	159	 0.0181	 0.0007
107	 	 0.30903560	54872.4	54965.5	2454930.3	642	 0.0218	 0.0004
108	 	 0.51960740	13372.5	14079.7	2413771.1	 13	 0.0735	 0.0136
108	 	 0.51960740	14437.5	15161.9	2415038.5	 33	 0.0422	 0.0043
108	 	 0.51960740	19479.8	20656.9	2420274.1	 25	 0.0052	 0.0032
108	 	 0.51960740	22729.5	22840.6	2422753.0	130	-0.0133	 0.0010
108	 	 0.51960740	23858.5	24684.9	2424532.4	244	-0.0251	 0.0012
108	 	 0.51960740	28963.4	30078.6	2429511.8	 79	-0.0348	 0.0017
108	 	 0.51960740	31965.7	32700.8	2432164.8	 38	-0.0377	 0.0012
108	 	 0.51960740	33390.4	33763.6	2433492.1	 41	-0.0466	 0.0023
108	 	 0.51960740	34118.3	34567.4	2434312.6	 79	-0.0496	 0.0016
108	 	 0.51960740	35223.4	35933.7	2435523.3	 62	-0.0464	 0.0018
108	 	 0.51960740	36991.4	37058.6	2437024.3	 20	-0.0468	 0.0025
108	 	 0.51960740	37757.5	38502.7	2438103.0	 25	-0.0448	 0.0017
108	 	 0.51960740	42838.5	43254.6	2443042.2	 60	-0.0354	 0.0029
108	 	 0.51960740	43597.3	44293.6	2443899.1	 55	-0.0281	 0.0014
108	 	 0.51960740	47276.3	47555.6	2447530.1	 46	-0.0080	 0.0010
108	 	 0.51960740	48755.6	49092.0	2448938.2	182	-0.0001	 0.0003
108	 	 0.51960740	50622.7	50972.5	2450941.3	174	 0.0089	 0.0004
108	 	 0.51960740	54872.4	54965.5	2454932.0	665	 0.0363	 0.0004
109	 	 0.53392250	13372.5	14079.7	2413822.0	 14	 0.0036	 0.0232
109	 	 0.53392250	14437.5	15161.9	2415069.0	 30	 0.0142	 0.0202
109	 	 0.53392250	22455.4	22840.6	2422752.8	 95	 0.0330	 0.0024
109	 	 0.53392250	23858.5	24684.9	2424498.9	135	 0.0243	 0.0016
109	 	 0.53392250	28963.4	30078.6	2429836.5	 26	 0.0442	 0.0039
109	 	 0.53392250	33390.4	33763.6	2433499.6	 37	 0.0109	 0.0042
109	 	 0.53392250	34118.4	34567.4	2434271.4	 37	 0.0276	 0.0025
109	 	 0.53392250	35223.4	35933.6	2435550.3	 47	 0.0103	 0.0060
109	 	 0.53392250	36991.4	37058.6	2437024.3	 20	 0.0504	 0.0063
109	 	 0.53392250	37791.3	38502.6	2438053.4	 19	 0.0339	 0.0038
109	 	 0.53392250	42838.5	43254.6	2442984.1	 46	 0.0288	 0.0044
109	 	 0.53392250	43597.3	44343.5	2443959.0	 50	 0.0231	 0.0029
109	 	 0.53392250	47276.3	47960.6	2447716.0	 93	-0.0001	 0.0011
109	 	 0.53392250	48659.6	49810.5	2448951.3	191	-0.0001	 0.0004
109	 	 0.53392250	50622.7	50972.5	2450943.0	177	-0.0075	 0.0004
109	 	 0.53392250	54872.4	54965.5	2454930.9	524	-0.0253	 0.0006
110	 	 0.53537000	13372.5	14079.7	2413813.3	 15	 0.0439	 0.0175
110	 	 0.53537000	14437.5	15161.9	2415061.6	 31	-0.1153	 0.0108
110	 	 0.53537000	22729.5	22761.7	2422755.1	103	-0.6832	 0.0035
110	 	 0.53537000	23858.5	24317.5	2424289.8	 77	-0.1077	 0.0037
110	 	 0.53537000	24647.6	24684.9	2424668.2	 75	 0.0138	 0.0048
110	 	 0.53537000	28963.4	29775.5	2429525.7	 17	 1.4441	 0.0131
110	 	 0.53537000	30052.4	30078.6	2430070.5	 13	 1.5289	 0.0052
110	 	 0.53537000	33390.4	33763.6	2433483.7	 41	 1.2167	 0.0033
110	 	 0.53537000	34118.4	34488.6	2434271.8	 34	 1.1232	 0.0065
110	 	 0.53537000	35223.4	35933.6	2435528.5	 55	 0.9200	 0.0100
110	 	 0.53537000	36991.4	37058.6	2437023.2	 14	 0.7194	 0.0085
110	 	 0.53537000	37791.3	37791.6	2437791.5	 12	 0.5974	 0.0079
110	 	 0.53537000	42838.5	43254.6	2443041.0	 58	-0.2200	 0.0068
110	 	 0.53537000	43597.3	44343.5	2443911.2	 45	-0.4094	 0.0073
110	 	 0.53537000	47276.3	47960.6	2447727.0	 91	-0.2321	 0.0075
110	 	 0.53537000	48659.6	49810.5	2448955.0	191	-0.0022	 0.0025
110	 	 0.53537000	50622.7	50972.5	2450942.0	183	 0.3448	 0.0017
110	 	 0.53537000	54872.4	54963.6	2454930.5	632	 1.0276	 0.0007
111	 	 0.51019003	13372.5	14079.7	2413813.3	 15	-0.0112	 0.0150
111	 	 0.51019003	14437.5	15161.9	2415068.9	 30	-0.0992	 0.0092
111	 	 0.51019003	22729.5	22761.7	2422753.2	 76	-0.5478	 0.0040
111	 	 0.51019003	24283.4	24684.9	2424540.8	109	-0.4916	 0.0057
111	 	 0.51019003	28963.4	30078.6	2429713.6	 32	-0.0590	 0.0073
111	 	 0.51019003	33390.4	33763.6	2433498.5	 42	 0.0995	 0.0088
111	 	 0.51019003	34118.3	34567.4	2434231.6	 57	 0.1355	 0.0052
111	 	 0.51019003	35223.4	35933.6	2435502.5	 59	 0.1614	 0.0042
111	 	 0.51019003	36991.4	37058.6	2437029.9	 15	 0.0726	 0.0090
111	 	 0.51019003	37757.5	37791.6	2437789.0	 14	 0.1040	 0.0068
111	 	 0.51019003	42838.5	43254.6	2443042.2	 60	 0.0242	 0.0077
111	 	 0.51019003	43597.3	44343.5	2443914.7	 57	 0.0321	 0.0069
111	 	 0.51019003	47276.3	47960.6	2447711.4	 94	 0.0106	 0.0039
111	 	 0.51019003	48659.6	49810.5	2448951.3	191	 0.0014	 0.0009
111	 	 0.51019003	50622.7	50970.5	2450939.3	153	 0.0111	 0.0023
111	 	 0.51019003	54872.5	54963.6	2454931.7	435	 0.0257	 0.0012
113	 	 0.51300850	13372.5	14079.7	2413804.0	 16	 0.0882	 0.0079
113	 	 0.51300850	14437.5	15161.9	2415034.7	 32	 0.0878	 0.0084
113	 	 0.51300850	22729.5	22840.6	2422754.1	129	 0.0067	 0.0015
113	 	 0.51300850	23858.5	24684.9	2424479.5	148	 0.0036	 0.0017
113	 	 0.51300850	28963.4	30078.6	2429713.6	 32	-0.0094	 0.0027
113	 	 0.51300850	33390.4	33763.6	2433506.7	 38	-0.0002	 0.0027
113	 	 0.51300850	34118.3	34567.4	2434224.2	 54	 0.0010	 0.0022
113	 	 0.51300850	35223.4	35933.7	2435542.1	 65	 0.0023	 0.0018
113	 	 0.51300850	36991.4	37058.6	2437022.5	 19	 0.0064	 0.0043
113	 	 0.51300850	37757.5	38502.7	2438103.0	 25	 0.0066	 0.0022
113	 	 0.51300850	42838.5	43254.6	2443043.2	 57	 0.0357	 0.0016
113	 	 0.51300850	43597.3	44343.5	2443914.7	 57	 0.0371	 0.0015
113	 	 0.51300850	47276.3	47555.6	2447508.9	 49	 0.0749	 0.0014
113	 	 0.51300850	51283.7	51288.0	2451286.1	 33	 0.0968	 0.0010
114	 	 0.59772685	13372.5	14079.7	2413804.0	 16	 0.0015	 0.0142
114	 	 0.59772685	14437.5	15161.9	2415042.1	 34	 0.0014	 0.0125
114	 	 0.59772685	22455.4	22840.6	2422750.8	132	-0.0022	 0.0026
114	 	 0.59772685	23858.5	24684.9	2424467.4	158	-0.0017	 0.0024
114	 	 0.59772685	28963.4	30078.6	2429713.6	 32	 0.0023	 0.0022
114	 	 0.59772685	33390.4	33763.6	2433501.2	 41	 0.0013	 0.0028
114	 	 0.59772685	34118.3	34567.4	2434242.2	 52	 0.0045	 0.0041
114	 	 0.59772685	35223.4	35933.7	2435542.1	 65	 0.0099	 0.0030
114	 	 0.59772685	36991.4	37058.6	2437024.3	 20	-0.0185	 0.0050
114	 	 0.59772685	37757.5	38502.7	2438116.0	 24	 0.0004	 0.0021
114	 	 0.59772685	42838.5	43254.6	2443040.5	 58	-0.0007	 0.0014
114	 	 0.59772685	43597.3	44343.5	2443914.7	 57	-0.0038	 0.0022
114	 	 0.59772685	47276.3	47555.6	2447501.1	 47	-0.0037	 0.0021
114	 	 0.59772685	48755.6	49092.0	2448946.1	162	 0.0000	 0.0007
114	 	 0.59772685	50622.7	51287.9	2451200.3	 31	-0.0022	 0.0026
115	 	 0.51335210	13372.5	14079.7	2413804.0	 16	 0.0209	 0.0089
115	 	 0.51335210	14437.5	15161.9	2415042.1	 34	 0.0135	 0.0037
115	 	 0.51335210	22729.5	22840.6	2422753.0	130	 0.0456	 0.0010
115	 	 0.51335210	23858.5	24684.9	2424461.3	155	 0.0513	 0.0011
115	 	 0.51335210	28963.4	30078.6	2429713.6	 32	 0.0516	 0.0018
115	 	 0.51335210	33390.4	33763.6	2433498.5	 42	 0.0592	 0.0011
115	 	 0.51335210	34118.3	34567.4	2434225.3	 50	 0.0583	 0.0013
115	 	 0.51335210	35223.4	35933.6	2435528.0	 61	 0.0596	 0.0019
115	 	 0.51335210	36991.4	37058.6	2437025.4	 17	 0.0489	 0.0036
115	 	 0.51335210	37791.3	38502.7	2438117.4	 24	 0.0507	 0.0018
115	 	 0.51335210	42838.5	43254.6	2443044.0	 49	 0.0376	 0.0043
115	 	 0.51335210	43597.3	44343.5	2443914.7	 57	 0.0186	 0.0015
115	 	 0.51335210	47276.3	47555.6	2447505.2	 51	 0.0063	 0.0034
115	 	 0.51335210	48755.6	49092.0	2448931.9	103	-0.0001	 0.0007
115	 	 0.51335210	51283.7	51287.8	2451285.8	 11	-0.0185	 0.0034
116	 	 0.51480950	13372.5	14079.7	2413799.2	 17	 0.0455	 0.0087
116	 	 0.51480950	14437.5	15161.9	2415038.5	 33	 0.0212	 0.0115
116	 	 0.51480950	22455.4	22840.6	2422751.0	134	 0.0113	 0.0009
116	 	 0.51480950	23858.5	24684.9	2424546.2	229	 0.0028	 0.0008
116	 	 0.51480950	28963.4	30078.6	2429725.5	 31	-0.0060	 0.0026
116	 	 0.51480950	33390.4	33763.6	2433498.6	 42	-0.0003	 0.0040
116	 	 0.51480950	34118.3	34567.4	2434233.6	 56	 0.0065	 0.0013
116	 	 0.51480950	35223.4	35933.7	2435545.2	 61	 0.0135	 0.0015
116	 	 0.51480950	36991.4	37058.6	2437024.3	 20	 0.0128	 0.0044
116	 	 0.51480950	37757.5	38502.7	2438103.0	 25	 0.0170	 0.0011
116	 	 0.51480950	42838.5	43254.6	2443038.6	 59	 0.0132	 0.0038
116	 	 0.51480950	43597.3	44343.5	2443907.0	 56	 0.0097	 0.0012
116	 	 0.51480950	47276.3	47555.6	2447508.9	 49	-0.0014	 0.0032
116	 	 0.51480950	48755.8	49092.0	2448979.6	130	 0.0000	 0.0005
116	 	 0.51480950	50622.7	51288.0	2450990.1	122	 0.0016	 0.0007
116	 	 0.51480950	54872.4	54965.5	2454928.5	569	 0.0128	 0.0004
117	 	 0.60052150	13372.5	14079.7	2413820.8	 14	 0.1433	 0.0101
117	 	 0.60052150	14437.5	15161.9	2415038.5	 33	 0.1374	 0.0056
117	 	 0.60052150	19479.8	20656.9	2420274.1	 25	 0.0596	 0.0059
117	 	 0.60052150	22729.5	22840.6	2422753.1	130	-0.0027	 0.0021
117	 	 0.60052150	23858.5	24684.9	2424461.6	166	-0.0023	 0.0016
117	 	 0.60052150	28963.4	30078.6	2429539.3	 71	-0.0146	 0.0024
117	 	 0.60052150	31965.7	32700.8	2432164.8	 38	-0.0135	 0.0025
117	 	 0.60052150	33390.4	33763.6	2433498.6	 42	-0.0130	 0.0066
117	 	 0.60052150	34118.3	34567.4	2434293.6	 75	-0.0303	 0.0027
117	 	 0.60052150	35223.4	35933.6	2435512.2	 57	-0.0191	 0.0034
117	 	 0.60052150	36991.4	37058.6	2437024.3	 20	-0.0794	 0.0095
117	 	 0.60052150	37757.5	38502.6	2438086.3	 24	-0.0604	 0.0072
117	 	 0.60052150	42838.5	43254.6	2443042.2	 60	-0.0489	 0.0055
117	 	 0.60052150	43597.3	44343.5	2443914.4	 56	-0.0220	 0.0031
117	 	 0.60052150	47276.3	47555.6	2447509.8	 50	-0.0147	 0.0021
117	 	 0.60052150	48755.6	49092.0	2448938.2	182	 0.0001	 0.0006
117	 	 0.60052150	50622.7	50972.5	2450939.3	149	 0.0315	 0.0019
117	 	 0.60052150	54872.4	54965.5	2454933.1	661	 0.1495	 0.0009
118	 	 0.49938380	13372.5	14079.7	2413804.0	 16	 0.1188	 0.0102
118	 	 0.49938380	14437.5	15161.9	2415038.5	 33	 0.0625	 0.0057
118	 	 0.49938380	19479.8	20656.9	2420274.1	 25	 0.0025	 0.0011
118	 	 0.49938380	22729.5	22840.6	2422753.3	130	-0.0071	 0.0007
118	 	 0.49938380	23858.5	24684.9	2424471.2	157	-0.0185	 0.0013
118	 	 0.49938380	28963.4	30078.6	2429513.2	 78	-0.0458	 0.0015
118	 	 0.49938380	31965.7	32700.8	2432164.8	 38	-0.0625	 0.0010
118	 	 0.49938380	33390.4	33763.6	2433496.7	 43	-0.0687	 0.0010
118	 	 0.49938380	34118.3	34567.4	2434305.7	 78	-0.0698	 0.0013
118	 	 0.49938380	35223.4	35933.6	2435529.6	 63	-0.0775	 0.0047
118	 	 0.49938380	36991.4	37058.6	2437026.1	 19	-0.0828	 0.0024
118	 	 0.49938380	37757.5	38502.7	2438103.0	 25	-0.0743	 0.0018
118	 	 0.49938380	42838.5	43254.6	2443042.2	 60	-0.0560	 0.0034
118	 	 0.49938380	43597.3	44293.6	2443899.1	 55	-0.0470	 0.0011
118	 	 0.49938380	47276.3	47555.6	2447509.8	 50	-0.0158	 0.0011
118	 	 0.49938380	48755.6	49092.0	2448938.3	180	 0.0000	 0.0003
118	 	 0.49938380	50162.4	50176.8	2450171.0	168	 0.0017	 0.0012
118	 	 0.49938380	50622.7	50972.5	2450943.6	184	 0.0250	 0.0003
118	 	 0.49938380	54869.5	54965.5	2454930.5	654	 0.0753	 0.0004
119	 	 0.51774000	13372.5	14079.6	2413804.0	 16	-0.4870	 0.0212
